FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,SEX,Sesso,AGE,Età,MARITAL_STATUS,Stato civile,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,061094,Trentola Ducenta,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,10524,e,Dato stimato
A,Annuale,061094,Trentola Ducenta,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,20412,,
A,Annuale,061094,Trentola Ducenta,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,20512,,
A,Annuale,061094,Trentola Ducenta,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,20681,e,Dato stimato
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,3063,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,3036,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,3049,e,Dato stimato
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,3276,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,3287,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,3302,e,Dato stimato
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,6339,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,6323,,
A,Annuale,061095,Vairano Patenora,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,6351,e,Dato stimato
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,368,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,361,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,351,e,Dato stimato
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,386,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,389,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,377,e,Dato stimato
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,754,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,750,,
A,Annuale,061096,Valle Agricola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,728,e,Dato stimato
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,1295,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,1287,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,1271,e,Dato stimato
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1348,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1337,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1334,e,Dato stimato
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2643,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,2624,,
A,Annuale,061097,Valle di Maddaloni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,2605,e,Dato stimato
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,3681,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,3738,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,3741,e,Dato stimato
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,3684,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,3669,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,3694,e,Dato stimato
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,7365,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,7407,,
A,Annuale,061098,Villa di Briano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,7435,e,Dato stimato
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,6513,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,6575,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,6856,e,Dato stimato
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,6006,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,6083,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,6101,e,Dato stimato
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,12519,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,12658,,
A,Annuale,061099,Villa Literno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,12957,e,Dato stimato
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,3709,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,3738,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,3744,e,Dato stimato
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,3944,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,3958,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,3965,e,Dato stimato
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,7653,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,7696,,
A,Annuale,061100,Vitulazio,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,7709,e,Dato stimato
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,128875,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,128308,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,127650,e,Dato stimato
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,134250,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,133111,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,131998,e,Dato stimato
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,263125,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,261419,,
A,Annuale,ITF32,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,259648,e,Dato stimato
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,4018,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,3984,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,4025,e,Dato stimato
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,4080,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,4073,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,4077,e,Dato stimato
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,8098,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,8057,,
A,Annuale,062001,Airola,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,8102,e,Dato stimato
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,1302,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,1318,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,1307,e,Dato stimato
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1322,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1322,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1330,e,Dato stimato
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2624,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,2640,,
A,Annuale,062002,Amorosi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,2637,e,Dato stimato
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,2625,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,2611,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,2592,e,Dato stimato
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,2666,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,2640,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,2629,e,Dato stimato
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,5291,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,5251,,
A,Annuale,062003,Apice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,5221,e,Dato stimato
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,1230,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,1225,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,1205,e,Dato stimato
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1247,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1242,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1241,e,Dato stimato
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2477,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,2467,,
A,Annuale,062004,Apollosa,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,2446,e,Dato stimato
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,1000,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,1001,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,1002,e,Dato stimato
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1001,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,991,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,977,e,Dato stimato
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2001,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1992,,
A,Annuale,062005,Arpaia,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1979,e,Dato stimato
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,367,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,368,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,364,e,Dato stimato
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,368,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,366,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,354,e,Dato stimato
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,735,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,734,,
A,Annuale,062006,Arpaise,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,718,e,Dato stimato
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,987,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,966,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,950,e,Dato stimato
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1108,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1096,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1068,e,Dato stimato
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2095,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,2062,,
A,Annuale,062007,Baselice,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,2018,e,Dato stimato
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,26915,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,26779,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,26596,e,Dato stimato
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,29421,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,29269,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,29049,e,Dato stimato
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,56336,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,56048,,
A,Annuale,062008,Benevento,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,55645,e,Dato stimato
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,696,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,693,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,691,e,Dato stimato
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,689,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,680,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,687,e,Dato stimato
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,1385,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1373,,
A,Annuale,062009,Bonea,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1378,e,Dato stimato
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,964,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,958,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,962,e,Dato stimato
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1002,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1011,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1014,e,Dato stimato
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,1966,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1969,,
A,Annuale,062010,Bucciano,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1976,e,Dato stimato
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,765,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,756,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,745,e,Dato stimato
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,770,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,772,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,755,e,Dato stimato
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,1535,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1528,,
A,Annuale,062011,Buonalbergo,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1500,e,Dato stimato
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,1232,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,1239,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,1232,e,Dato stimato
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,1263,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,1265,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,1258,e,Dato stimato
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,2495,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,2504,,
A,Annuale,062012,Calvi,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,2490,e,Dato stimato
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,479,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,480,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,471,e,Dato stimato
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,492,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,495,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,497,e,Dato stimato
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,971,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,975,,
A,Annuale,062013,Campolattaro,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,968,e,Dato stimato
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,825,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,941,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,955,e,Dato stimato
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,717,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,720,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,722,e,Dato stimato
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,1542,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1661,,
A,Annuale,062014,Campoli del Monte Taburno,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1677,e,Dato stimato
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,611,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,595,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,602,e,Dato stimato
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2023,599,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2024,584,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,2,Femmine,TOTAL,Totale,99,Totale,2025,581,e,Dato stimato
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2023,1210,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2024,1179,,
A,Annuale,062015,Casalduni,JAN,Popolazione al 1º gennaio,9,Totale,TOTAL,Totale,99,Totale,2025,1183,e,Dato stimato
A,Annuale,062016,Castelfranco in Miscano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2023,400,,
A,Annuale,062016,Castelfranco in Miscano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2024,391,,
A,Annuale,062016,Castelfranco in Miscano,JAN,Popolazione al 1º gennaio,1,Maschi,TOTAL,Totale,99,Totale,2025,389,e,Dato stimato
